Type1	Type2	Type3	Offense(Stab1,Stab2)	Defense(Stab1,Stab2)
'Normal', 'Flying'	'Fire', 'Ice'	'Fighting', 'Dark'	1.0	1.0, 2.0
'Normal', 'Flying'	'Fire', 'Ice'	'Fighting', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Flying'	'Water', 'Ice'	'Fighting', 'Poison'	1.0	1.0, 2.0
'Normal', 'Flying'	'Water', 'Ice'	'Fighting', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Flying'	'Water', 'Ice'	'Fighting', 'Dark'	1.0	1.0, 2.0
'Normal', 'Flying'	'Water', 'Ice'	'Fighting', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Flying'	'Water', 'Ice'	'Fighting', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Flying'	'Electric', 'Psychic'	'Bug', 'Dragon'	0.5, 1.0	1.0, 2.0
'Normal', 'Flying'	'Electric', 'Dark'	'Bug', 'Dragon'	0.5, 1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Poison'	'Fighting', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Dragon'	'Fighting', 'Poison'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Dragon'	'Fighting', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Dragon'	'Fighting', 'Dark'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Dragon'	'Fighting', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'Fairy'	'Fighting', 'Poison'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'None_Type'	'Fighting', 'Poison'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'None_Type'	'Fighting', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'None_Type'	'Fighting', 'Dark'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'None_Type'	'Fighting', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Flying'	'Ice', 'None_Type'	'Fighting', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Psychic'	'Fire', 'Psychic'	'Electric', 'Psychic'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Fire', 'Psychic'	'Flying', 'Psychic'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Fire', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Water', 'Psychic'	'Flying', 'Psychic'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Water', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Water', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Electric', 'Psychic'	'Ice', 'Psychic'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Electric', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Electric', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Grass', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Grass', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Grass', 'Rock'	'Poison', 'Psychic'	0.5, 1.0	1.0
'Normal', 'Psychic'	'Ice', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Ice', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Poison', 'Psychic'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Psychic'	'Ground', 'Psychic'	'Psychic', 'Dragon'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Ground', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Ground', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'Dragon'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'Fairy'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Psychic', 'Dragon'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Psychic'	'Psychic', 'Fairy'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Bug'	'Normal', 'Rock'	'Ground', 'Psychic'	0.5, 1.0	1.0, 2.0
'Normal', 'Bug'	'Normal', 'Rock'	'Ground', 'Dark'	0.5, 1.0	1.0, 2.0
'Normal', 'Bug'	'Water', 'Ground'	'Poison', 'Bug'	1.0	0.5, 1.0
'Normal', 'Bug'	'Electric', 'Fighting'	'Grass', 'Fighting'	0.5, 1.0	1.0
'Normal', 'Bug'	'Electric', 'Ground'	'Poison', 'Bug'	1.0	0.5, 1.0
'Normal', 'Bug'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Normal', 'Bug'	'Electric', 'Fairy'	'Grass', 'Fairy'	0.5, 1.0	1.0
'Normal', 'Bug'	'Grass', 'Poison'	'Fighting', 'None_Type'	1.0	0.5, 1.0
'Normal', 'Bug'	'Ice', 'Ground'	'Poison', 'Bug'	1.0	0.5, 1.0
'Normal', 'Bug'	'Poison', 'Bug'	'Ground', 'Dragon'	0.5, 1.0	1.0
'Normal', 'Bug'	'Poison', 'Bug'	'Ground', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Bug'	'Ground', 'Psychic'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Normal', 'Bug'	'Ground', 'Psychic'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Normal', 'Bug'	'Ground', 'Dark'	'Rock', 'Dragon'	1.0, 2.0	0.5, 1.0
'Normal', 'Bug'	'Ground', 'Dark'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Normal', 'Rock'	'Water', 'Psychic'	'Bug', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Rock'	'Water', 'Psychic'	'Bug', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Water', 'Dark'	'Bug', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Water', 'None_Type'	'Electric', 'Bug'	1.0	1.0, 2.0
'Normal', 'Rock'	'Electric', 'Grass'	'Ice', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Rock'	'Electric', 'Grass'	'Ice', 'Dark'	1.0	1.0, 2.0
'Normal', 'Rock'	'Electric', 'Grass'	'Ice', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Rock'	'Electric', 'Grass'	'Ice', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Electric', 'Poison'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Rock'	'Grass', 'Psychic'	'Ice', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'Psychic'	'Ice', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'Dark'	'Ice', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'Fairy'	'Ice', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'Fairy'	'Ice', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'Fairy'	'Ice', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'None_Type'	'Ice', 'Psychic'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'None_Type'	'Ice', 'Dark'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'None_Type'	'Ice', 'Fairy'	1.0	1.0, 2.0
'Normal', 'Rock'	'Grass', 'None_Type'	'Ice', 'None_Type'	1.0	1.0, 2.0
'Normal', 'Rock'	'Ice', 'Dragon'	'Ground', 'Bug'	1.0, 2.0	1.0
'Normal', 'Rock'	'Ice', 'None_Type'	'Ground', 'Bug'	1.0, 2.0	1.0
'Normal', 'Rock'	'Poison', 'Psychic'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Rock'	'Poison', 'Fairy'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Rock'	'Poison', 'None_Type'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Ghost'	'Normal', 'Dark'	'Ghost', 'Fairy'	0.0, 1.0	0.0, 2.0
'Normal', 'Ghost'	'Electric', 'Poison'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Ghost'	'Grass', 'Rock'	'Poison', 'Ground'	0.5, 1.0	1.0
'Normal', 'Ghost'	'Grass', 'Rock'	'Poison', 'Fairy'	0.5, 1.0	1.0
'Normal', 'Ghost'	'Grass', 'Rock'	'Poison', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Ghost'	'Grass', 'Steel'	'Bug', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Ghost'	'Poison', 'Fairy'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Ghost'	'Poison', 'None_Type'	'Rock', 'Fairy'	1.0	0.5, 1.0
'Normal', 'Dragon'	'Fire', 'Ground'	'Bug', 'Rock'	1.0	0.5, 1.0
'Normal', 'Dragon'	'Electric', 'Ground'	'Bug', 'Rock'	1.0	0.5, 1.0
'Normal', 'Dragon'	'Poison', 'Dragon'	'Flying', 'Dragon'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Poison', 'Dragon'	'Dragon', 'Dark'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Poison', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Ground', 'Dragon'	'Psychic', 'Dragon'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Ground', 'Dragon'	'Dragon', 'Dark'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Ground', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Flying', 'Dragon'	'Psychic', 'Dragon'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Flying', 'Dragon'	'Dragon', 'Dark'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Flying', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Psychic', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Bug', 'Dragon'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dragon'	'Dragon', 'Dark'	'Dragon', 'None_Type'	1.0, 2.0	1.0, 2.0
'Normal', 'Dark'	'Fire', 'Dark'	'Electric', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Fire', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Fire', 'Dark'	'Flying', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Fire', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Water', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Water', 'Dark'	'Flying', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Water', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Electric', 'Dark'	'Ice', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Electric', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Electric', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Grass', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Ice', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Ice', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Poison', 'Dark'	'Flying', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Poison', 'Dark'	'Dragon', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Poison', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Ground', 'Dark'	'Dragon', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Ground', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Flying', 'Dark'	'Dragon', 'Dark'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Flying', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Dark'	'Dragon', 'Dark'	'Dark', 'None_Type'	0.5, 1.0	0.5, 1.0
'Normal', 'Steel'	'Water', 'Flying'	'Water', 'Psychic'	0.5, 1.0	0.5, 1.0
'Normal', 'Steel'	'Water', 'Dark'	'Dragon', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Water', 'None_Type'	'Dragon', 'Dark'	0.5, 1.0	1.0
'Normal', 'Steel'	'Water', 'None_Type'	'Dragon', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'Flying'	'Electric', 'Bug'	0.5, 1.0	0.5, 1.0
'Normal', 'Steel'	'Electric', 'Psychic'	'Electric', 'Rock'	0.5, 1.0	0.5, 1.0
'Normal', 'Steel'	'Electric', 'Dark'	'Grass', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'Dark'	'Dragon', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'None_Type'	'Grass', 'Dark'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'None_Type'	'Dragon', 'Dark'	0.5, 1.0	1.0
'Normal', 'Steel'	'Electric', 'None_Type'	'Dragon', 'None_Type'	0.5, 1.0	1.0
'Normal', 'Steel'	'Grass', 'Steel'	'Psychic', 'Steel'	0.5	0.5
'Normal', 'Steel'	'Flying', 'Steel'	'Psychic', 'Steel'	0.5	0.5
'Normal', 'Steel'	'Flying', 'Steel'	'Dragon', 'Steel'	0.5	0.5
'Normal', 'Steel'	'Psychic', 'Steel'	'Dragon', 'Steel'	0.5	0.5
'Normal', 'Steel'	'Bug', 'Steel'	'Dragon', 'Steel'	0.5	0.5
'Normal', 'Fairy'	'Electric', 'Dark'	'Poison', 'Flying'	1.0, 2.0	0.5, 1.0
'Normal', 'Fairy'	'Grass', 'Poison'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Normal', 'Fairy'	'Poison', 'Ground'	'Ground', 'Dark'	0.5, 1.0	1.0, 2.0
'Normal', 'Fairy'	'Poison', 'None_Type'	'Ground', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'Water'	'Fire', 'Grass'	'Water', 'Grass'	1.0	0.25, 1.0
'Fire', 'Water'	'Water', 'Rock'	'Fighting', 'Steel'	0.25, 1.0	1.0, 2.0
'Fire', 'Electric'	'Fire', 'Fighting'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Poison'	'Fire', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Poison'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Poison'	'Electric', 'Poison'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Psychic'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Psychic'	'Electric', 'Psychic'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Ghost'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Dark'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fire', 'Dark'	'Electric', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Fighting'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Poison'	'Electric', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Poison'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Poison'	'Bug', 'Dragon'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Psychic'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Ghost'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Ghost'	'Bug', 'Dragon'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Electric', 'Dark'	'Electric', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Electric'	'Fighting', 'Flying'	'Fighting', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Electric', 'Ground'	'Fighting', 'Poison'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Electric', 'Ground'	'Poison', 'Psychic'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Electric', 'Ground'	'Poison', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Electric', 'Ground'	'Poison', 'Dark'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Electric', 'Ground'	'Poison', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Grass'	'Grass', 'Poison'	'Grass', 'Flying'	0.25, 2.0	0.25, 2.0
'Fire', 'Grass'	'Ice', 'Dark'	'Poison', 'Ground'	1.0, 2.0	1.0
'Fire', 'Grass'	'Ice', 'None_Type'	'Poison', 'Ground'	1.0, 2.0	1.0
'Fire', 'Grass'	'Fighting', 'Poison'	'Ground', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Grass'	'Poison', 'Dark'	'Ground', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Grass'	'Flying', 'Fairy'	'Dark', 'Steel'	0.5, 1.0	0.5, 2.0
'Fire', 'Ice'	'Water', 'Fighting'	'Grass', 'Fairy'	0.5	2.0
'Fire', 'Ice'	'Fighting', 'Ghost'	'Flying', 'Steel'	1.0	1.0, 2.0
'Fire', 'Ice'	'Fighting', 'Dark'	'Flying', 'Steel'	1.0	1.0, 2.0
'Fire', 'Ice'	'Fighting', 'Steel'	'Ground', 'Fairy'	0.5, 2.0	1.0, 2.0
'Fire', 'Ice'	'Fighting', 'None_Type'	'Flying', 'Steel'	1.0	1.0, 2.0
'Fire', 'Ice'	'Bug', 'Steel'	'Rock', 'Fairy'	0.5, 4.0	0.5, 1.0
'Fire', 'Fighting'	'Water', 'Electric'	'Grass', 'Rock'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Water', 'Fighting'	'Grass', 'Fighting'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Water', 'Fighting'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Water', 'None_Type'	'Grass', 'Fighting'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Electric', 'Flying'	'Ice', 'Dragon'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Electric', 'Dark'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Fighting'	'Electric', 'Dark'	'Flying', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Fighting'	'Grass', 'None_Type'	'Ground', 'Fairy'	1.0, 2.0	0.5, 1.0
'Fire', 'Fighting'	'Fighting', 'Flying'	'Steel', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Fighting', 'Psychic'	'Steel', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Fighting'	'Ground', 'Rock'	'Psychic', 'Steel'	0.5, 2.0	1.0, 2.0
'Fire', 'Poison'	'Fire', 'Flying'	'Fire', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Fire', 'Flying'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Fire', 'Dark'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Fire', 'Dark'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Electric', 'Poison'	'Fighting', 'Ghost'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Electric', 'Poison'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Electric', 'Poison'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Electric', 'Poison'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Electric', 'Ghost'	'Ice', 'Dragon'	0.5, 1.0	1.0
'Fire', 'Poison'	'Fighting', 'Ghost'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Fighting', 'Ghost'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Poison', 'Flying'	'Poison', 'Dark'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Poison', 'Flying'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Poison'	'Poison', 'Dark'	'Poison', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Ground'	'Ice', 'Fighting'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'Psychic'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'Ghost'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'Dark'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'None_Type'	'Ground', 'Psychic'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'None_Type'	'Ground', 'Ghost'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'None_Type'	'Ground', 'Dark'	1.0, 2.0	1.0
'Fire', 'Ground'	'Ice', 'None_Type'	'Ground', 'None_Type'	1.0, 2.0	1.0
'Fire', 'Flying'	'Fire', 'Psychic'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'Psychic'	'Dragon', 'Steel'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'Psychic'	'Dragon', 'Fairy'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'Ghost'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'Ghost'	'Dragon', 'Fairy'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'Dark'	'Fire', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Fire', 'None_Type'	'Dragon', 'Fairy'	0.5, 1.0	0.5, 1.0
'Fire', 'Flying'	'Water', 'Dark'	'Fighting', 'Poison'	0.5, 1.0	1.0, 2.0
'Fire', 'Flying'	'Water', 'Dark'	'Fighting', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Flying'	'Water', 'Dark'	'Fighting', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Flying'	'Water', 'Steel'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 2.0
'Fire', 'Flying'	'Electric', 'Dark'	'Ice', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Flying'	'Electric', 'Dark'	'Fighting', 'Poison'	0.5, 1.0	1.0, 2.0
'Fire', 'Flying'	'Electric', 'Dark'	'Fighting', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Psychic'	'Fire', 'Steel'	'Psychic', 'Dragon'	0.5, 1.0	0.5
'Fire', 'Psychic'	'Fire', 'None_Type'	'Dragon', 'Fairy'	0.5, 1.0	0.5, 1.0
'Fire', 'Psychic'	'Water', 'Psychic'	'Grass', 'Psychic'	0.5	0.5, 2.0
'Fire', 'Psychic'	'Water', 'Bug'	'Electric', 'Bug'	1.0	1.0, 2.0
'Fire', 'Psychic'	'Water', 'Steel'	'Fighting', 'Dragon'	0.5, 1.0	0.5, 2.0
'Fire', 'Psychic'	'Water', 'None_Type'	'Grass', 'Flying'	0.5, 1.0	1.0, 2.0
'Fire', 'Psychic'	'Water', 'None_Type'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Psychic'	'Electric', 'Fighting'	'Flying', 'Rock'	1.0, 2.0	0.5, 1.0
'Fire', 'Psychic'	'Electric', 'Fighting'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Psychic'	'Electric', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Psychic'	'Electric', 'Rock'	'Grass', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Psychic'	'Electric', 'Rock'	'Fighting', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Psychic'	'Fighting', 'None_Type'	'Rock', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Psychic'	'Flying', 'Psychic'	'Psychic', 'None_Type'	0.5, 1.0	0.5, 1.0
'Fire', 'Bug'	'Electric', 'Poison'	'Ice', 'Dragon'	0.5, 1.0	1.0
'Fire', 'Bug'	'Electric', 'Ghost'	'Ice', 'Dragon'	0.5, 1.0	1.0
'Fire', 'Rock'	'Electric', 'Flying'	'Fighting', 'Psychic'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Electric', 'Flying'	'Fighting', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Electric', 'Flying'	'Fighting', 'Dark'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Electric', 'Flying'	'Fighting', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Electric', 'Rock'	'Grass', 'Fairy'	0.5, 1.0	1.0, 2.0
'Fire', 'Rock'	'Grass', 'Fairy'	'Fighting', 'Psychic'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Grass', 'Fairy'	'Fighting', 'Ghost'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Grass', 'Fairy'	'Fighting', 'None_Type'	1.0, 2.0	0.5, 1.0
'Fire', 'Rock'	'Fighting', 'Psychic'	'Flying', 'Steel'	0.5, 1.0	1.0, 2.0
'Fire', 'Rock'	'Fighting', 'Psychic'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
'Fire', 'Rock'	'Fighting', 'Ghost'	'Flying', 'Dark'	0.5, 1.0	1.0, 2.0
'Fire', 'Rock'	'Fighting', 'Ghost'	'Flying', 'None_Type'	0.5, 1.0	1.0, 2.0
